OBJECTID_1,OBJECTID,Fire_Name,Fire_Year,Cause,Acres,Perimeter,Shape_Leng,Complex,Fire_Num,Label,Agency,TOT_ACRES_,Shape_Le_1,Shape_STArea_1,Shape_STLength_1,time_,comments,unit_id,fire,inc_num,Shape__Area,Shape__Length
627,211,Well Spring,2017,,16.2106439445432,,1227.16270192,,225,,BLM,16.21059271,,,,, ,MT/MCFO,,,65601.9511413574,1227.65995656779
628,212,West,2017,,308.640557600192,,4883.54895384,,489,,BLM,308.63961037,,,,, ,MT/MCFO,,,1249020.16204834,4884.16089130548
629,214,Whiskey-Rosebud,2017,,34.3601837463072,,1860.24062372,,602,,CTY,34.36008256,,,,, ,MT/LG29,,,139050.310195923,1859.81611298218
630,215,White-Rosebud,2017,,0.982628683978088,,275.29853394,,134,,CTY,0.98262701,,,,,Arson,MT/LG29,,,3976.54582214355,275.352706068435
631,216,Wilbur,2017,,34.9963158704209,,2016.4405371,,364,,BLM,34.99620643,,,,, ,MT/MCFO,,,141624.624694824,2016.17159033391
632,217,Wildcat-Rosebud,2017,,1.77534962151375,,1042.65732442,,40,,CTY,1.77534009,,,,, ,MTLG29,,,7184.55842590332,1043.17404122212
633,219,Witten,2017,,28950.4865947118,,50375.690964,,150,,BLM,28950.3962693,,,,, ,MT/MCFO,,,117158097.03051,50377.8176650323
634,222,Wolff-Dawson,2017,,746.796066400262,,9981.02223238,,615,,CTY,746.79374145,,,,, ,MT/LG16,,,3022167.05270386,9981.62232380452
635,223,Xray-Rosebud,2017,,35.9614480490601,,1664.52525535,,603,,CTY,35.96134049,,,,, ,MT/LG29,,,145530.386611938,1664.94286386361
636,224,Yankee-Rosebud,2017,,11.7016663077412,,1228.74070015,,604,,CTY,11.70162393,,,,, ,MT/LG29,,,47354.8085327148,1228.87176907381
637,225,Yooper,2017,,7816.86949638229,,37327.1038891,,259,,BLM,7816.84520896,,,,, ,MT/MCFO,,,31633650.1557312,37327.0850373415
638,,Little Hogback,2017,,34279.7827835345,,,,,,,,,,,,,,,,138724928.325256,166893.176284662
639,,Fourth Fire,2017,,0.000264808724380171,,,,,,,,,,,,,,,,1.07167053222656,5.82844546962152
640,,HolmesGulch,2017,,109.934096560772,,,,977008,Not Set,,,,,,,,9999,,,444886.07522583,3516.50610729371
641,,Horsethief,2017,,0.973692296687123,,,,,,,,,,,,,,,,3940.38059997559,406.073309989594
642,,Cub Creek,2017,,3092.29023033343,,,,,,,,,,,,,,,,12514015.545639,44471.8004685556
643,,Reader,2017,,105.650892105617,,,,,,,,,,,,,,,,427552.656982422,3170.3446636704
644,,Reader 2,2017,,46.1723975286226,,,,,,,,,,,,,,,,186852.478050232,2320.25989176359
645,,Unk 4,2017,,0.128179435476854,,,,,,,,,,,,,,,,518.722118377686,84.9291003997289
646,,Unk 2,2017,,12.3714010865134,,,,,,,,,,,,,,,,50065.1306610107,980.383004844162
647,,Unk 3,2017,,5.64703536708513,,,,,,,,,,,,,,,,22852.6740036011,697.673039356981
648,,Unk 8,2017,,7.99299335166723,,,,,,,,,,,,,,,,32346.3947525024,770.796466846009
649,,Sheep Gap,2017,,11349.5046015906,,,,,,,,,,,,,,,,45929672.4378281,54008.8621091499
650,,Burdette,2017,,646.060466986303,,,,,,,,,,,,,,,,2614505.80288696,14426.4935980172
651,,Liberty,2017,,27835.2863606313,,,,,,,,,,,,,,,,112645056.268799,152953.637361341
652,,Lolo Peak,2017,,52747.9178436535,,,,,,,,,,,,,,,,213462583.910568,309427.399212237
653,,Mendenhall,2017,,1205.52486506541,,12447.9594467,, ,Not Set, ,,,,,, , ,,,4878570.45600891,12452.6750367521
654,,Rice Ridge,2017,,126074.623614033,,,,,,,,,,,,,,,,510204314.934364,494410.492516587
655,,7_29_17,2017,,450.873706188896,,,,,,,,,,,,,,,,1824616.58503723,8794.94854674296
656,,2017_07_14_2014,2017,,3679.45997907543,,,,,,,,,,,,,,,,14890200.6061096,21655.1450583757
657,,99 Beartooth,2017,,144.158668219116,,,,,,,,,,,,,,,,583421.072761536,3474.53991703496
658,,Megan,2017,,0.155260573789611,,,,,,,,,,,,,,,,628.315002441406,128.848408079741
659,,Overpass 1,2017,,300.327169636616,,,,,,,,,,,,,,,,1215377.21118164,4894.72324005141
660,,Overpass 2,2017,,89.9040794590182,,,,,,,,,,,,,,,,363827.746017456,3519.85371392097
661,,Overpass 3,2017,,4.48340638258666,,,,,,,,,,,,,,,,18143.6524658203,822.755495430635
662,,Overpass 5,2017,,5.16621567913818,,,,,,,,,,,,,,,,20907.1905212402,1611.71397066085
663,,Pryor Mountain Road,2017,,191.183665516627,,,,,,,,,,,,,,,,773704.97543335,3487.99204570056
664,,Ragged,2017,,333.520179245593,,,,,,,,,,,,,,,,1349704.04335022,8557.17769956584
665,,Sarpy Creek,2017,,137.204709157347,,,,,,,,,,,,,,,,555245.938919067,3071.17100911275
666,,Sietz Road,2017,,23.4869130809594,,,,,,,,,,,,,,,,95047.8783416748,1371.48563445831
667,,Trout Creek,2017,,2.07511933333264,,,,,,,,,,,,,,,,8397.6838684082,573.245119478758
668,,Snow Shoe,2017,,433.821875013547,,,,,,,,,,,,,,,,1755609.39379883,5857.4949707941
669,,Strawberry,2017,,10540.2195012615,,,,,,,,,,,,,,,,42654622.1821899,117435.538671373
670,,Tripple Crossing,2017,,1720.32592308887,,,,,,,,,,,,,,,,6961890.26257324,18072.0425085012
671,,West Fork,2017,,7340.67411804299,,,,,,,,,,,,,,,,29706561.4851456,75510.626590429
672,,Willow Creek,2017,,122.573922127074,,,,,,,,,,,,,,,,496037.468399048,2807.31174409431
673,126,Goat Creek,2017,,8065.4122086459,,,,, ,,,,,,, ,,,,32639461.5500641,38627.5429880754
674,129,Slide Rock,2017,,866.824352788065,,,,, ,,,,,,, ,,,,3507903.13335419,12954.4162223626
675,,Sunrise,2017,,22311.4441078947,,,,,,,,,,,,,,,,90290927.527565,101508.942007447
676,,191 South,2018,,2.59635764362652,,,,,,,,,,,,,,,,10507.0534210205,585.02684671894
677,,Adams,2018,,142.065566775646,,,,,,,,,,,,,,,,574917.145309448,3740.69304244777
678,,McDonald Creek,2018,,186.444931185587,,,,,,,,,,,,,,,,754513.506317139,7162.64593817843
679,,Virgelle,2018,,812.056751250044,,,,,,,,,,,,,,,,3286266.80461121,18078.8307645918
680,,Shellrock,2018,,500.805257248201,,,,,,,,,,,,,,,,2026680.51438904,7327.77189381867
681,3532,Bacon RInd,2018,,5236.55371722962,,,,,,USFS,,,,,,,,,,21191515.1267357,124145.871108246
682,3355,,2018,,6619.49368184441,,,,,,USFS,,,,,,,,,,26788056.9164925,69640.5242073768
683,2870,,2016,,49.5279763026537,,,,,,USFS,,,,,,WFDSS,,,,200432.439945221,2661.64974853423
684,6187,,2016,,579.295236622616,,,,,,DNRC,,,,,,,,,,2344317.33882141,15144.5302071766
685,3017,,2018,,4104.79058313702,,,,,,USFS,,,,,,Pulled from EGP REST Service,,,,16611446.1388245,61431.8862374676
686,11262,Conrow,2017,,2742.61636159709,,,,,,USFS,,,,,,"WFDSS; Perimeter labeled as 'Final'",,,,11098939.1498566,18220.845299771
687,3440,Goldstone,2018,,7647.2393900127,,,,,,USFS,,,,,,,,,,30947182.3699722,56938.0161342178
688,,Lodgepole Complex,2017,,274469.130347604,,,,,,,,,,,,,,,,1110733517.58752,311414.429557216
689,8725,Meyers,2017,,62023.3330023368,,,,,,USFS,,,,,,,,,,250998741.088821,593939.063132537
690,13261,Roaring Lion,2016,,8681.92854326047,,,,,,USFS,,,,,,,,,,35134409.2975731,55159.058197473
691,13090,Park Creek,2017,,17982.242620086,,,,,,USFS,,,,,,,,,,72771326.1528397,94381.9365566544
692,3118,,2016,,1459.06293827818,,,,,,NPS,,,,,,FIMT,,,,5904538.16533279,19983.4176541714
693,14654,Maple,2016,,4745.10487998813,,,,,,NPS,,,,,,Edited based on Viirs heat detections and observations from aerial recon on 9/11,,,,19202699.0479355,47146.1728349682
694,175,,2016,,4570.6746460317,,,,,,BIA,,,,,,WFDSS,,,,18496814.7052689,18534.9969521937
695,3709,,2018,,1203.06642468796,,,,,,BIA,,,,,,WFDSS,,,,4868621.87631226,12510.0573248532
696,12633,,2018,,2048.19118241528,,,,,,BIA,,,,,,"WFDSS; labeled as Final perimeter",,,,8288709.8416214,16804.6283068718
697,12836,,2017,,489.991372204112,,,,,,BIA,,,,,,,,,,1982918.73719025,7361.88554662147
698,3247,Copper King,2016,,28561.1154750682,,,,,,USFS,,,,,,FIMT,,,,115582374.41362,137735.388897895
699,23638,Miller Peak,2017,,4705.24104068767,,,,,,USFS,,,,,,"WFDSS;Drawn / Satellite",,,,19041371.8852158,27721.4964893958
700,14650,Moose Peak,2017,,13908.8119921826,,,,,,USFS,,,,,,,,,,56286790.1578369,88127.5381377494
701,10717,Caribou,2017,,22002.139709589,,,,,,USFS,,,,,,,,,,89039244.783577,215482.533222869
702,14803,Scalp,2017,,22147.3226001146,,,,,,USFS,,,,,,,,,,89626755.2973938,70195.7316305981
703,23694,Dolly Varden,2017,,424.412584255578,,,,,,USFS,,,,,,,,,,1717531.44462585,15240.7185922164
704,121748,Family Peak Complex,2015,,53253.6762412232,,,,J1PQ,,USFS,,,,,2217, ,MT-LCF,Spotted Eagle,MT-LCF-005061,215509260.295914,171928.944305395
705,13089,Sprague,2017,,16977.857488045,,,,,,NPS,,,,,,,,,,68706734.2641144,102080.786394151
706,8729,Gibraltar Ridge,2017,,12939.6594270918,,,,,,USFS,,,,,,,,,,52364779.6266632,106825.52501686
707,13193,Crucifixion Creek,2017,,10181.9144483915,,,,,,USFS,,,,,,,,,,41204617.9621582,47738.9454461221
708,12590,Sheep,2018,,1110.93436713704,,,,,,USFS,,,,,,,,,,4495777.86737061,16213.4927908574
709,12591,Howe Ridge,2018,,14516.8196677804,,,,,,NPS,,,,,,,,,,58747301.1702881,134089.278661927
710,14822,,2016,,1360.49495188076,,,,,,USFS,,,,,,,,,,5505710.33784485,11655.7055730123
711,12841,,2018,,3896.53228894401,,,,,,USFS,,,,,,,,,,15768665.6575928,40768.7022434679
712,3504,,2018,,2288.67234386299,,,,,,USFS,,,,,,,,,,9261899.74312592,59522.5272010257
713,5646,,2018,,272.542438816472,,,,,,USFS,,,,,,,,,,1102936.62281799,6123.58738697117
714,1542,,2017,,2974.20984958935,,,,,,BIA,,,,,,WFDSS,,,,12036157.7115631,21338.9496579341
715,12642,Adair Peak,2017,,4072.25736869264,,,,,,NPS,,,,,,,,,,16479789.5887299,61003.2546721879
716,12592,Boundary,2018,,2054.234361265,,,,,,NPS,,,,,,,,,,8313224.1227417,29611.5994652291
717,6163,Weasel,2017,,3856.06606766564,,,,,,USFS,,,,,,,,,,15604895.1592636,30062.5064527051
718,12578,,2018,,514.733604192092,,,,,,USFS,,,,,,,,,,2083046.21799469,6659.45520731454
719,12579,,2018,,280.184749307646,,,,,,USFS,,,,,,,,,,1133863.95070648,8142.05729141733
720,443,,2018,,2098.67353412941,,,,,,USFS,,,,,,,,,,8493004.09490967,42437.882789191
721,14066,Gold Hill,2018,,6501.87577594022,,,,,,USFS,,,,,,,,,,26312076.782692,40317.3495338014
722,14493,Davis,2018,,4138.05499161513,,,,,,USFS,,,,,,,,,,16746154.2240677,35794.5427212015
723,10289,Kenow,2017,,659.710074272115,,,,,,NPS,,,,,,,,,,2669750.79891205,14863.0484580128
724,458,Snow Creek,2019,,1821.29565417167,,,,,,USFS,,,,,, ,,,,7370499.11541748,35705.7541977342
725,287,Beeskove,2019,,432.876798864915,,,,,,FS,,,,,,"Pulled from EGP REST Service; IR Flight on 4/30/2019 at 0116",,,,1751784.83628845,35965.5345497498
726,2204,Balsam,2019,,32.2970315090566,,,,,,USFS,,,,,,WFDSS,,,,130701.068370819,1549.03855492138
727,2211,Carmine,2019,,52.1127892883513,,,,,,USFS,,,,,,WFDSS,,,,210891.812290192,2196.07587230234
728,1283,McClusky,2019,,3030.70741271734,,,,,,USFS,,,,,,WFDSS,,,,12264799.5790405,25978.0384373653
729,504,Horsefly,2019,,1363.6209714094,,,,,,USFS,,,,,, ,,,,5518361.25233459,24840.3020074314
730,981,Gleason,2019,,15.3610302563042,,,,,,USFS,,,,,,WFDSS,,,,62163.7652740479,1496.39229851528
731,452,Nevada Creek,2019,,57.4075924954533,,,,,,USFS,,,,,, ,,,,232319.547973633,3631.52546526086
732,1293,Owl Gulch,2019,,19.1838880246272,,,,,,USFS,,,,,, ,,,,77634.2040100098,1421.82293443025
733,582,Devils Tower,2019,,8.2088701335885,,,,,,USFS,,,,,, ,,,,33220.0172348022,958.041757849794
734,58,North Hills,2019,,5045.48664169184,,,,,,DNRC,,,,,, ,,,,20418296.4272919,49941.0832969927
735,2444,Mountain View,2019,,2668.98961007334,,,,,,C&L,,,,,, ,,,,10800986.5079041,18499.6603287179
736,1510,Miller Gulch,2019,,296.513494659718,,,,,,USFS,,,,,, ,,,,1199943.80089569,8215.34658147808
737,1071,Sage,2019,,3403.27127224418,,,,,,FWS,,,,,,WFDSS,,,,13772467.1729431,24992.5847255144
738,1069,Bunting,2019,,914.126986109073,,,,,,FWS,,,,,,WFDSS,,,,3699276.23614502,9661.01336893341
739,319,Ridgetop,2019,,11128.0058306347,,,,,,C&L,,,,,,WFDSS,,,,45033303.9408569,35002.698296827
